FID,lat1,lon1,lat2,lon2
773,20.412,110.175,20.422,110.185
774,20.412,110.185,20.422,110.195
775,20.412,110.195,20.422,110.205
776,20.412,110.205,20.422,110.215
777,20.412,110.215,20.422,110.225
778,20.412,110.225,20.422,110.235
779,20.412,110.235,20.422,110.245
780,20.412,110.245,20.422,110.255
781,20.412,110.255,20.422,110.265
782,20.412,110.265,20.422,110.275
783,20.412,110.275,20.422,110.285
784,20.412,110.285,20.422,110.295
785,20.412,110.295,20.422,110.305
786,20.412,110.305,20.422,110.315
787,20.412,110.315,20.422,110.325
788,20.412,110.325,20.422,110.335
789,20.412,110.335,20.422,110.345
790,20.412,110.345,20.422,110.355
791,20.412,110.355,20.422,110.365
792,20.412,110.365,20.422,110.375
793,20.412,110.375,20.422,110.385
794,20.412,110.385,20.422,110.395
795,20.412,110.395,20.422,110.405
796,20.412,110.405,20.422,110.415
797,20.412,110.415,20.422,110.425
798,20.412,110.425,20.422,110.435
799,20.412,110.435,20.422,110.445
800,20.412,110.445,20.422,110.455
801,20.412,110.455,20.422,110.465
802,20.412,110.465,20.422,110.475
803,20.412,110.475,20.422,110.485
804,20.412,110.485,20.422,110.495
805,20.412,110.495,20.422,110.505
806,20.422,109.905,20.432,109.915
807,20.422,110.015,20.432,110.025
808,20.422,110.025,20.432,110.035
809,20.422,110.035,20.432,110.045
810,20.422,110.045,20.432,110.055
811,20.422,110.055,20.432,110.065
812,20.422,110.065,20.432,110.075
813,20.422,110.075,20.432,110.085
814,20.422,110.085,20.432,110.095
815,20.422,110.095,20.432,110.105
816,20.422,110.105,20.432,110.115
817,20.422,110.115,20.432,110.125
818,20.422,110.125,20.432,110.135
819,20.422,110.135,20.432,110.145
820,20.422,110.145,20.432,110.155
821,20.422,110.155,20.432,110.165
822,20.422,110.165,20.432,110.175
823,20.422,110.175,20.432,110.185
824,20.422,110.185,20.432,110.195
825,20.422,110.195,20.432,110.205
826,20.422,110.205,20.432,110.215
827,20.422,110.215,20.432,110.225
828,20.422,110.225,20.432,110.235
829,20.422,110.235,20.432,110.245
830,20.422,110.245,20.432,110.255
831,20.422,110.255,20.432,110.265
832,20.422,110.265,20.432,110.275
833,20.422,110.275,20.432,110.285
834,20.422,110.285,20.432,110.295
835,20.422,110.295,20.432,110.305
836,20.422,110.305,20.432,110.315
837,20.422,110.315,20.432,110.325
838,20.422,110.325,20.432,110.335
839,20.422,110.335,20.432,110.345
840,20.422,110.345,20.432,110.355
841,20.422,110.355,20.432,110.365
842,20.422,110.365,20.432,110.375
843,20.422,110.375,20.432,110.385
844,20.422,110.385,20.432,110.395
845,20.422,110.395,20.432,110.405
846,20.422,110.405,20.432,110.415
847,20.422,110.415,20.432,110.425
848,20.422,110.425,20.432,110.435
849,20.422,110.435,20.432,110.445
850,20.422,110.445,20.432,110.455
851,20.422,110.455,20.432,110.465
852,20.422,110.465,20.432,110.475
853,20.422,110.475,20.432,110.485
854,20.422,110.485,20.432,110.495
855,20.422,110.495,20.432,110.505
856,20.422,110.505,20.432,110.515
857,20.432,110.015,20.442,110.025
858,20.432,110.025,20.442,110.035
859,20.432,110.035,20.442,110.045
860,20.432,110.045,20.442,110.055
861,20.432,110.055,20.442,110.065
862,20.432,110.065,20.442,110.075
863,20.432,110.075,20.442,110.085
864,20.432,110.085,20.442,110.095
865,20.432,110.095,20.442,110.105
866,20.432,110.105,20.442,110.115
867,20.432,110.115,20.442,110.125
868,20.432,110.125,20.442,110.135
869,20.432,110.135,20.442,110.145
870,20.432,110.145,20.442,110.155
871,20.432,110.155,20.442,110.165
872,20.432,110.165,20.442,110.175
873,20.432,110.175,20.442,110.185
874,20.432,110.185,20.442,110.195
875,20.432,110.195,20.442,110.205
876,20.432,110.205,20.442,110.215
877,20.432,110.215,20.442,110.225
878,20.432,110.225,20.442,110.235
879,20.432,110.235,20.442,110.245
880,20.432,110.245,20.442,110.255
881,20.432,110.255,20.442,110.265
882,20.432,110.265,20.442,110.275
883,20.432,110.275,20.442,110.285
884,20.432,110.285,20.442,110.295
885,20.432,110.295,20.442,110.305
886,20.432,110.305,20.442,110.315
887,20.432,110.315,20.442,110.325
888,20.432,110.325,20.442,110.335
889,20.432,110.335,20.442,110.345
890,20.432,110.345,20.442,110.355
891,20.432,110.355,20.442,110.365
892,20.432,110.365,20.442,110.375
893,20.432,110.375,20.442,110.385
894,20.432,110.385,20.442,110.395
895,20.432,110.395,20.442,110.405
896,20.432,110.405,20.442,110.415
897,20.432,110.415,20.442,110.425
898,20.432,110.425,20.442,110.435
899,20.432,110.435,20.442,110.445
900,20.432,110.445,20.442,110.455
901,20.432,110.455,20.442,110.465
902,20.432,110.465,20.442,110.475
903,20.432,110.475,20.442,110.485
904,20.432,110.485,20.442,110.495
905,20.432,110.495,20.442,110.505
906,20.432,110.505,20.442,110.515
907,20.442,110.085,20.452,110.095
908,20.442,110.095,20.452,110.105
909,20.442,110.105,20.452,110.115
910,20.442,110.115,20.452,110.125
911,20.442,110.125,20.452,110.135
912,20.442,110.135,20.452,110.145
913,20.442,110.145,20.452,110.155
914,20.442,110.155,20.452,110.165
915,20.442,110.165,20.452,110.175
916,20.442,110.175,20.452,110.185
917,20.442,110.185,20.452,110.195
918,20.442,110.195,20.452,110.205
919,20.442,110.205,20.452,110.215
920,20.442,110.215,20.452,110.225
921,20.442,110.225,20.452,110.235
922,20.442,110.235,20.452,110.245
923,20.442,110.245,20.452,110.255
924,20.442,110.255,20.452,110.265
925,20.442,110.265,20.452,110.275
926,20.442,110.275,20.452,110.285
927,20.442,110.285,20.452,110.295
928,20.442,110.295,20.452,110.305
929,20.442,110.305,20.452,110.315
930,20.442,110.315,20.452,110.325
931,20.442,110.325,20.452,110.335
932,20.442,110.335,20.452,110.345
933,20.442,110.345,20.452,110.355
934,20.442,110.355,20.452,110.365
935,20.442,110.365,20.452,110.375
936,20.442,110.375,20.452,110.385
937,20.442,110.385,20.452,110.395
938,20.442,110.395,20.452,110.405
939,20.442,110.405,20.452,110.415
940,20.442,110.415,20.452,110.425
941,20.442,110.425,20.452,110.435
942,20.442,110.435,20.452,110.445
943,20.442,110.445,20.452,110.455
944,20.442,110.455,20.452,110.465
945,20.442,110.465,20.452,110.475
946,20.442,110.475,20.452,110.485
947,20.442,110.485,20.452,110.495
948,20.442,110.495,20.452,110.505
949,20.442,110.505,20.452,110.515
950,20.442,110.515,20.452,110.525
951,20.452,110.085,20.462,110.095
952,20.452,110.095,20.462,110.105
953,20.452,110.105,20.462,110.115
954,20.452,110.115,20.462,110.125
955,20.452,110.125,20.462,110.135
956,20.452,110.135,20.462,110.145
957,20.452,110.145,20.462,110.155
958,20.452,110.155,20.462,110.165
959,20.452,110.165,20.462,110.175
960,20.452,110.175,20.462,110.185
961,20.452,110.185,20.462,110.195
962,20.452,110.195,20.462,110.205
963,20.452,110.205,20.462,110.215
964,20.452,110.215,20.462,110.225
965,20.452,110.225,20.462,110.235
966,20.452,110.235,20.462,110.245
967,20.452,110.245,20.462,110.255
968,20.452,110.255,20.462,110.265
969,20.452,110.265,20.462,110.275
970,20.452,110.275,20.462,110.285
971,20.452,110.285,20.462,110.295
972,20.452,110.295,20.462,110.305
973,20.452,110.305,20.462,110.315
974,20.452,110.315,20.462,110.325
975,20.452,110.325,20.462,110.335
976,20.452,110.335,20.462,110.345
977,20.452,110.345,20.462,110.355
978,20.452,110.355,20.462,110.365
979,20.452,110.365,20.462,110.375
980,20.452,110.375,20.462,110.385
981,20.452,110.385,20.462,110.395
982,20.452,110.395,20.462,110.405
983,20.452,110.405,20.462,110.415
984,20.452,110.415,20.462,110.425
985,20.452,110.425,20.462,110.435
986,20.452,110.435,20.462,110.445
987,20.452,110.445,20.462,110.455
988,20.452,110.455,20.462,110.465
989,20.452,110.465,20.462,110.475
990,20.452,110.475,20.462,110.485
991,20.452,110.485,20.462,110.495
992,20.452,110.495,20.462,110.505
993,20.452,110.505,20.462,110.515
994,20.452,110.515,20.462,110.525
995,20.462,110.095,20.472,110.105
996,20.462,110.105,20.472,110.115
997,20.462,110.115,20.472,110.125
998,20.462,110.125,20.472,110.135
999,20.462,110.135,20.472,110.145
1000,20.462,110.145,20.472,110.155
1001,20.462,110.155,20.472,110.165
1002,20.462,110.165,20.472,110.175
1003,20.462,110.175,20.472,110.185
1004,20.462,110.185,20.472,110.195
1005,20.462,110.195,20.472,110.205
1006,20.462,110.205,20.472,110.215
1007,20.462,110.215,20.472,110.225
1008,20.462,110.225,20.472,110.235
1009,20.462,110.235,20.472,110.245
1010,20.462,110.245,20.472,110.255
1011,20.462,110.255,20.472,110.265
1012,20.462,110.265,20.472,110.275
1013,20.462,110.275,20.472,110.285
1014,20.462,110.285,20.472,110.295
1015,20.462,110.295,20.472,110.305
1016,20.462,110.305,20.472,110.315
1017,20.462,110.315,20.472,110.325
1018,20.462,110.325,20.472,110.335
1019,20.462,110.335,20.472,110.345
1020,20.462,110.345,20.472,110.355
1021,20.462,110.355,20.472,110.365
1022,20.462,110.365,20.472,110.375
1023,20.462,110.375,20.472,110.385
1024,20.462,110.385,20.472,110.395
1025,20.462,110.395,20.472,110.405
1026,20.462,110.405,20.472,110.415
1027,20.462,110.415,20.472,110.425
1028,20.462,110.425,20.472,110.435
1029,20.462,110.435,20.472,110.445
1030,20.462,110.445,20.472,110.455
1031,20.462,110.455,20.472,110.465
1032,20.462,110.465,20.472,110.475
1033,20.462,110.475,20.472,110.485
1034,20.462,110.485,20.472,110.495
1035,20.462,110.495,20.472,110.505
1036,20.462,110.505,20.472,110.515
1037,20.462,110.515,20.472,110.525
1038,20.472,110.095,20.482,110.105
1039,20.472,110.105,20.482,110.115
1040,20.472,110.115,20.482,110.125
1041,20.472,110.125,20.482,110.135
1042,20.472,110.135,20.482,110.145
1043,20.472,110.145,20.482,110.155
1044,20.472,110.155,20.482,110.165
1045,20.472,110.165,20.482,110.175
1046,20.472,110.175,20.482,110.185
1047,20.472,110.185,20.482,110.195
1048,20.472,110.195,20.482,110.205
1049,20.472,110.205,20.482,110.215
1050,20.472,110.215,20.482,110.225
1051,20.472,110.225,20.482,110.235
1052,20.472,110.235,20.482,110.245
1053,20.472,110.245,20.482,110.255
1054,20.472,110.255,20.482,110.265
1055,20.472,110.265,20.482,110.275
1056,20.472,110.275,20.482,110.285
1057,20.472,110.285,20.482,110.295
1058,20.472,110.295,20.482,110.305
1059,20.472,110.305,20.482,110.315
1060,20.472,110.315,20.482,110.325
1061,20.472,110.325,20.482,110.335
1062,20.472,110.335,20.482,110.345
1063,20.472,110.345,20.482,110.355
1064,20.472,110.355,20.482,110.365
1065,20.472,110.365,20.482,110.375
1066,20.472,110.375,20.482,110.385
1067,20.472,110.385,20.482,110.395
1068,20.472,110.395,20.482,110.405
1069,20.472,110.405,20.482,110.415
1070,20.472,110.415,20.482,110.425
1071,20.472,110.425,20.482,110.435
1072,20.472,110.435,20.482,110.445
1073,20.472,110.445,20.482,110.455
1074,20.472,110.455,20.482,110.465
1075,20.472,110.465,20.482,110.475
1076,20.472,110.475,20.482,110.485
1077,20.472,110.485,20.482,110.495
1078,20.472,110.495,20.482,110.505
1079,20.472,110.505,20.482,110.515
1080,20.472,110.515,20.482,110.525
1081,20.472,110.525,20.482,110.535
1082,20.482,110.095,20.492,110.105
1083,20.482,110.105,20.492,110.115
1084,20.482,110.115,20.492,110.125
1085,20.482,110.125,20.492,110.135
1086,20.482,110.135,20.492,110.145
1087,20.482,110.145,20.492,110.155
1088,20.482,110.155,20.492,110.165
1089,20.482,110.165,20.492,110.175
1090,20.482,110.175,20.492,110.185
1091,20.482,110.185,20.492,110.195
1092,20.482,110.195,20.492,110.205
1093,20.482,110.205,20.492,110.215
1094,20.482,110.215,20.492,110.225
1095,20.482,110.225,20.492,110.235
1096,20.482,110.235,20.492,110.245
1097,20.482,110.245,20.492,110.255
1098,20.482,110.255,20.492,110.265
1099,20.482,110.265,20.492,110.275
1100,20.482,110.275,20.492,110.285
1101,20.482,110.285,20.492,110.295
1102,20.482,110.295,20.492,110.305
1103,20.482,110.305,20.492,110.315
1104,20.482,110.315,20.492,110.325
1105,20.482,110.325,20.492,110.335
1106,20.482,110.335,20.492,110.345
1107,20.482,110.345,20.492,110.355
1108,20.482,110.355,20.492,110.365
1109,20.482,110.365,20.492,110.375
1110,20.482,110.375,20.492,110.385
1111,20.482,110.385,20.492,110.395
1112,20.482,110.395,20.492,110.405
1113,20.482,110.405,20.492,110.415
1114,20.482,110.415,20.492,110.425
1115,20.482,110.425,20.492,110.435
1116,20.482,110.435,20.492,110.445
1117,20.482,110.445,20.492,110.455
1118,20.482,110.455,20.492,110.465
1119,20.482,110.465,20.492,110.475
1120,20.482,110.475,20.492,110.485
1121,20.482,110.485,20.492,110.495
1122,20.482,110.495,20.492,110.505
1123,20.482,110.505,20.492,110.515
1124,20.482,110.515,20.492,110.525
1125,20.492,110.095,20.502,110.105
1126,20.492,110.105,20.502,110.115
1127,20.492,110.115,20.502,110.125
1128,20.492,110.125,20.502,110.135
1129,20.492,110.135,20.502,110.145
1130,20.492,110.145,20.502,110.155
1131,20.492,110.155,20.502,110.165
1132,20.492,110.165,20.502,110.175
1133,20.492,110.175,20.502,110.185
1134,20.492,110.185,20.502,110.195
1135,20.492,110.195,20.502,110.205
1136,20.492,110.205,20.502,110.215
1137,20.492,110.215,20.502,110.225
1138,20.492,110.225,20.502,110.235
1139,20.492,110.235,20.502,110.245
1140,20.492,110.245,20.502,110.255
1141,20.492,110.255,20.502,110.265
1142,20.492,110.265,20.502,110.275
1143,20.492,110.275,20.502,110.285
1144,20.492,110.285,20.502,110.295
1145,20.492,110.295,20.502,110.305
1146,20.492,110.305,20.502,110.315
1147,20.492,110.315,20.502,110.325
1148,20.492,110.325,20.502,110.335
1149,20.492,110.335,20.502,110.345
1150,20.492,110.345,20.502,110.355
1151,20.492,110.355,20.502,110.365
1152,20.492,110.365,20.502,110.375
1153,20.492,110.375,20.502,110.385
1154,20.492,110.385,20.502,110.395
1155,20.492,110.395,20.502,110.405
1156,20.492,110.405,20.502,110.415
1157,20.492,110.415,20.502,110.425
1158,20.492,110.425,20.502,110.435
1159,20.492,110.435,20.502,110.445
1160,20.492,110.445,20.502,110.455
1161,20.492,110.455,20.502,110.465
1162,20.492,110.465,20.502,110.475
1163,20.492,110.475,20.502,110.485
1164,20.492,110.485,20.502,110.495
1165,20.492,110.495,20.502,110.505
1166,20.492,110.505,20.502,110.515
1167,20.492,110.515,20.502,110.525
1168,20.502,110.095,20.512,110.105
1169,20.502,110.105,20.512,110.115
1170,20.502,110.115,20.512,110.125
1171,20.502,110.125,20.512,110.135
1172,20.502,110.135,20.512,110.145
1173,20.502,110.145,20.512,110.155
1174,20.502,110.155,20.512,110.165
1175,20.502,110.165,20.512,110.175
1176,20.502,110.175,20.512,110.185
1177,20.502,110.185,20.512,110.195
1178,20.502,110.195,20.512,110.205
1179,20.502,110.205,20.512,110.215
1180,20.502,110.215,20.512,110.225
1181,20.502,110.225,20.512,110.235
1182,20.502,110.235,20.512,110.245
1183,20.502,110.245,20.512,110.255
1184,20.502,110.255,20.512,110.265
1185,20.502,110.265,20.512,110.275
1186,20.502,110.275,20.512,110.285
1187,20.502,110.285,20.512,110.295
1188,20.502,110.295,20.512,110.305
1189,20.502,110.305,20.512,110.315
1190,20.502,110.315,20.512,110.325
1191,20.502,110.325,20.512,110.335
1192,20.502,110.335,20.512,110.345
1193,20.502,110.345,20.512,110.355
1194,20.502,110.355,20.512,110.365
1195,20.502,110.365,20.512,110.375
1196,20.502,110.375,20.512,110.385
1197,20.502,110.385,20.512,110.395
1198,20.502,110.395,20.512,110.405
1199,20.502,110.405,20.512,110.415
1200,20.502,110.415,20.512,110.425
1201,20.502,110.425,20.512,110.435
1202,20.502,110.435,20.512,110.445
1203,20.502,110.445,20.512,110.455
1204,20.502,110.455,20.512,110.465
1205,20.502,110.465,20.512,110.475
1206,20.502,110.475,20.512,110.485
1207,20.502,110.485,20.512,110.495
1208,20.502,110.495,20.512,110.505
1209,20.502,110.505,20.512,110.515
1210,20.512,110.105,20.522,110.115
1211,20.512,110.115,20.522,110.125
1212,20.512,110.125,20.522,110.135
1213,20.512,110.135,20.522,110.145
1214,20.512,110.145,20.522,110.155
1215,20.512,110.155,20.522,110.165
1216,20.512,110.165,20.522,110.175
1217,20.512,110.175,20.522,110.185
1218,20.512,110.185,20.522,110.195
1219,20.512,110.195,20.522,110.205
1220,20.512,110.205,20.522,110.215
1221,20.512,110.215,20.522,110.225
1222,20.512,110.225,20.522,110.235
1223,20.512,110.235,20.522,110.245
1224,20.512,110.245,20.522,110.255
1225,20.512,110.255,20.522,110.265
1226,20.512,110.265,20.522,110.275
1227,20.512,110.275,20.522,110.285
1228,20.512,110.285,20.522,110.295
1229,20.512,110.295,20.522,110.305
1230,20.512,110.305,20.522,110.315
1231,20.512,110.315,20.522,110.325
1232,20.512,110.325,20.522,110.335
1233,20.512,110.335,20.522,110.345
1234,20.512,110.345,20.522,110.355
1235,20.512,110.355,20.522,110.365
1236,20.512,110.365,20.522,110.375
1237,20.512,110.375,20.522,110.385
1238,20.512,110.385,20.522,110.395
1239,20.512,110.395,20.522,110.405
1240,20.512,110.405,20.522,110.415
1241,20.512,110.415,20.522,110.425
1242,20.512,110.425,20.522,110.435
1243,20.512,110.435,20.522,110.445
1244,20.512,110.445,20.522,110.455
1245,20.512,110.455,20.522,110.465
1246,20.512,110.465,20.522,110.475
1247,20.512,110.475,20.522,110.485
1248,20.512,110.485,20.522,110.495
1249,20.512,110.495,20.522,110.505
1250,20.512,110.505,20.522,110.515
1251,20.522,110.115,20.532,110.125
1252,20.522,110.125,20.532,110.135
1253,20.522,110.135,20.532,110.145
1254,20.522,110.145,20.532,110.155
1255,20.522,110.155,20.532,110.165
1256,20.522,110.165,20.532,110.175
1257,20.522,110.175,20.532,110.185
1258,20.522,110.185,20.532,110.195
1259,20.522,110.195,20.532,110.205
1260,20.522,110.205,20.532,110.215
1261,20.522,110.215,20.532,110.225
1262,20.522,110.225,20.532,110.235
1263,20.522,110.235,20.532,110.245
1264,20.522,110.245,20.532,110.255
1265,20.522,110.255,20.532,110.265
1266,20.522,110.265,20.532,110.275
1267,20.522,110.275,20.532,110.285
1268,20.522,110.285,20.532,110.295
1269,20.522,110.295,20.532,110.305
1270,20.522,110.305,20.532,110.315
1271,20.522,110.315,20.532,110.325
1272,20.522,110.325,20.532,110.335
1273,20.522,110.335,20.532,110.345
1274,20.522,110.345,20.532,110.355
1275,20.522,110.355,20.532,110.365
1276,20.522,110.365,20.532,110.375
1277,20.522,110.375,20.532,110.385
1278,20.522,110.385,20.532,110.395
1279,20.522,110.395,20.532,110.405
1280,20.522,110.405,20.532,110.415
1281,20.522,110.415,20.532,110.425
1282,20.522,110.425,20.532,110.435
1283,20.522,110.435,20.532,110.445
1284,20.522,110.445,20.532,110.455
1285,20.522,110.455,20.532,110.465
1286,20.522,110.465,20.532,110.475
1287,20.522,110.475,20.532,110.485
1288,20.522,110.485,20.532,110.495
1289,20.522,110.495,20.532,110.505
1290,20.532,110.115,20.542,110.125
1291,20.532,110.125,20.542,110.135
1292,20.532,110.135,20.542,110.145
1293,20.532,110.145,20.542,110.155
1294,20.532,110.155,20.542,110.165
1295,20.532,110.165,20.542,110.175
1296,20.532,110.175,20.542,110.185
1297,20.532,110.185,20.542,110.195
1298,20.532,110.195,20.542,110.205
1299,20.532,110.205,20.542,110.215
1300,20.532,110.215,20.542,110.225
1301,20.532,110.225,20.542,110.235
1302,20.532,110.235,20.542,110.245
1303,20.532,110.245,20.542,110.255
1304,20.532,110.255,20.542,110.265
1305,20.532,110.265,20.542,110.275
1306,20.532,110.275,20.542,110.285
1307,20.532,110.285,20.542,110.295
1308,20.532,110.295,20.542,110.305
1309,20.532,110.305,20.542,110.315
1310,20.532,110.315,20.542,110.325
1311,20.532,110.325,20.542,110.335
1312,20.532,110.335,20.542,110.345
1313,20.532,110.345,20.542,110.355
1314,20.532,110.355,20.542,110.365
1315,20.532,110.365,20.542,110.375
1316,20.532,110.375,20.542,110.385
1317,20.532,110.385,20.542,110.395
1318,20.532,110.395,20.542,110.405
1319,20.532,110.405,20.542,110.415
1320,20.532,110.415,20.542,110.425
1321,20.532,110.425,20.542,110.435
1322,20.532,110.435,20.542,110.445
1323,20.532,110.445,20.542,110.455
1324,20.532,110.455,20.542,110.465
1325,20.532,110.465,20.542,110.475
1326,20.532,110.475,20.542,110.485
1327,20.532,110.485,20.542,110.495
1328,20.532,110.495,20.542,110.505
1329,20.542,110.125,20.552,110.135
1330,20.542,110.135,20.552,110.145
1331,20.542,110.175,20.552,110.185
1332,20.542,110.185,20.552,110.195
1333,20.542,110.195,20.552,110.205
1334,20.542,110.205,20.552,110.215
1335,20.542,110.215,20.552,110.225
1336,20.542,110.225,20.552,110.235
1337,20.542,110.235,20.552,110.245
1338,20.542,110.245,20.552,110.255
1339,20.542,110.255,20.552,110.265
1340,20.542,110.265,20.552,110.275
1341,20.542,110.275,20.552,110.285
1342,20.542,110.285,20.552,110.295
1343,20.542,110.295,20.552,110.305
1344,20.542,110.305,20.552,110.315
1345,20.542,110.315,20.552,110.325
1346,20.542,110.325,20.552,110.335
1347,20.542,110.335,20.552,110.345
1348,20.542,110.345,20.552,110.355
1349,20.542,110.355,20.552,110.365
1350,20.542,110.365,20.552,110.375
1351,20.542,110.375,20.552,110.385
1352,20.542,110.385,20.552,110.395
1353,20.542,110.395,20.552,110.405
1354,20.542,110.405,20.552,110.415
1355,20.542,110.415,20.552,110.425
1356,20.542,110.425,20.552,110.435
1357,20.542,110.435,20.552,110.445
1358,20.542,110.445,20.552,110.455
1359,20.542,110.455,20.552,110.465
1360,20.542,110.465,20.552,110.475
1361,20.542,110.475,20.552,110.485
1362,20.542,110.485,20.552,110.495
1363,20.552,110.195,20.562,110.205
1364,20.552,110.205,20.562,110.215
1365,20.552,110.215,20.562,110.225
1366,20.552,110.225,20.562,110.235
1367,20.552,110.235,20.562,110.245
1368,20.552,110.245,20.562,110.255
1369,20.552,110.255,20.562,110.265
1370,20.552,110.265,20.562,110.275
1371,20.552,110.275,20.562,110.285
1372,20.552,110.285,20.562,110.295
1373,20.552,110.295,20.562,110.305
1374,20.552,110.305,20.562,110.315
1375,20.552,110.315,20.562,110.325
1376,20.552,110.325,20.562,110.335
1377,20.552,110.335,20.562,110.345
1378,20.552,110.345,20.562,110.355
1379,20.552,110.355,20.562,110.365
1380,20.552,110.365,20.562,110.375
1381,20.552,110.375,20.562,110.385
1382,20.552,110.385,20.562,110.395
1383,20.552,110.395,20.562,110.405
1384,20.552,110.405,20.562,110.415
1385,20.552,110.415,20.562,110.425
1386,20.552,110.425,20.562,110.435
1387,20.552,110.435,20.562,110.445
1388,20.552,110.445,20.562,110.455
1389,20.552,110.455,20.562,110.465
1390,20.552,110.465,20.562,110.475
1391,20.552,110.475,20.562,110.485
1392,20.552,110.485,20.562,110.495
1393,20.562,110.205,20.572,110.215
1394,20.562,110.215,20.572,110.225
1395,20.562,110.265,20.572,110.275
1396,20.562,110.275,20.572,110.285
1397,20.562,110.285,20.572,110.295
1398,20.562,110.295,20.572,110.305
1399,20.562,110.305,20.572,110.315
1400,20.562,110.315,20.572,110.325
1401,20.562,110.325,20.572,110.335
1402,20.562,110.335,20.572,110.345
1403,20.562,110.345,20.572,110.355
1404,20.562,110.355,20.572,110.365
1405,20.562,110.365,20.572,110.375
1406,20.562,110.375,20.572,110.385
1407,20.562,110.385,20.572,110.395
1408,20.562,110.395,20.572,110.405
1409,20.562,110.405,20.572,110.415
1410,20.562,110.415,20.572,110.425
1411,20.562,110.425,20.572,110.435
1412,20.562,110.435,20.572,110.445
1413,20.562,110.455,20.572,110.465
1414,20.562,110.465,20.572,110.475
1415,20.562,110.475,20.572,110.485
1416,20.572,110.265,20.582,110.275
1417,20.572,110.275,20.582,110.285
1418,20.572,110.285,20.582,110.295
1419,20.572,110.295,20.582,110.305
1420,20.572,110.305,20.582,110.315
1421,20.572,110.315,20.582,110.325
1422,20.572,110.325,20.582,110.335
1423,20.572,110.335,20.582,110.345
1424,20.572,110.345,20.582,110.355
1425,20.572,110.355,20.582,110.365
1426,20.572,110.365,20.582,110.375
1427,20.572,110.375,20.582,110.385
1428,20.572,110.385,20.582,110.395
1429,20.572,110.395,20.582,110.405
1430,20.572,110.405,20.582,110.415
1431,20.572,110.415,20.582,110.425
1432,20.572,110.425,20.582,110.435
1433,20.572,110.445,20.582,110.455
1434,20.572,110.465,20.582,110.475
1435,20.582,110.275,20.592,110.285
1436,20.582,110.285,20.592,110.295
1437,20.582,110.295,20.592,110.305
1438,20.582,110.305,20.592,110.315
1439,20.582,110.315,20.592,110.325
1440,20.582,110.325,20.592,110.335
1441,20.582,110.335,20.592,110.345
1442,20.582,110.345,20.592,110.355
1443,20.582,110.355,20.592,110.365
1444,20.582,110.365,20.592,110.375
1445,20.582,110.375,20.592,110.385
1446,20.582,110.385,20.592,110.395
1447,20.582,110.395,20.592,110.405
1448,20.582,110.405,20.592,110.415
1449,20.582,110.445,20.592,110.455
1450,20.582,110.455,20.592,110.465
1451,20.582,110.465,20.592,110.475
1452,20.582,110.475,20.592,110.485
1453,20.592,110.275,20.602,110.285
1454,20.592,110.285,20.602,110.295
1455,20.592,110.295,20.602,110.305
1456,20.592,110.305,20.602,110.315
1457,20.592,110.315,20.602,110.325
1458,20.592,110.325,20.602,110.335
1459,20.592,110.335,20.602,110.345
1460,20.592,110.345,20.602,110.355
1461,20.592,110.355,20.602,110.365
1462,20.592,110.365,20.602,110.375
1463,20.592,110.375,20.602,110.385
1464,20.592,110.385,20.602,110.395
1465,20.592,110.395,20.602,110.405
1466,20.592,110.415,20.602,110.425
1467,20.592,110.435,20.602,110.445
1468,20.592,110.445,20.602,110.455
1469,20.592,110.455,20.602,110.465
1470,20.592,110.465,20.602,110.475
1471,20.592,110.475,20.602,110.485
1472,20.602,110.295,20.612,110.305
1473,20.602,110.305,20.612,110.315
1474,20.602,110.315,20.612,110.325
1475,20.602,110.325,20.612,110.335
1476,20.602,110.335,20.612,110.345
1477,20.602,110.345,20.612,110.355
1478,20.602,110.355,20.612,110.365
1479,20.602,110.365,20.612,110.375
1480,20.602,110.375,20.612,110.385
1481,20.602,110.385,20.612,110.395
1482,20.602,110.405,20.612,110.415
1483,20.602,110.415,20.612,110.425
1484,20.602,110.435,20.612,110.445
1485,20.602,110.445,20.612,110.455
1486,20.602,110.455,20.612,110.465
1487,20.602,110.465,20.612,110.475
1488,20.602,110.475,20.612,110.485
1489,20.612,110.315,20.622,110.325
1490,20.612,110.325,20.622,110.335
1491,20.612,110.335,20.622,110.345
1492,20.612,110.345,20.622,110.355
1493,20.612,110.355,20.622,110.365
1494,20.612,110.365,20.622,110.375
1495,20.612,110.375,20.622,110.385
1496,20.612,110.385,20.622,110.395
1497,20.612,110.395,20.622,110.405
1498,20.612,110.435,20.622,110.445
1499,20.612,110.445,20.622,110.455
1500,20.612,110.455,20.622,110.465
1501,20.612,110.465,20.622,110.475
1502,20.612,110.475,20.622,110.485
1503,20.622,110.335,20.632,110.345
1504,20.622,110.345,20.632,110.355
1505,20.622,110.355,20.632,110.365
1506,20.622,110.365,20.632,110.375
1507,20.622,110.375,20.632,110.385
1508,20.622,110.385,20.632,110.395
1509,20.622,110.395,20.632,110.405
1510,20.622,110.435,20.632,110.445
1511,20.622,110.445,20.632,110.455
1512,20.622,110.455,20.632,110.465
1513,20.622,110.465,20.632,110.475
1514,20.622,110.475,20.632,110.485
1515,20.632,110.355,20.642,110.365
1516,20.632,110.365,20.642,110.375
1517,20.632,110.375,20.642,110.385
1518,20.632,110.385,20.642,110.395
1519,20.632,110.395,20.642,110.405
