Id,glat,glon,lat1,lon1,lat2,lon2,vmax_gust,vmax_sust,gust_dur,sust_dur
172,20.307,110.04,20.302,110.035,20.312,110.045,54.03556956,36.26548293,825,375
173,20.307,110.05,20.302,110.045,20.312,110.055,53.60883861,35.97908632,825,390
174,20.307,110.06,20.302,110.055,20.312,110.065,53.18788107,35.69656448,825,390
175,20.307,110.07,20.302,110.065,20.312,110.075,54.03555983,36.2654764,840,390
176,20.307,110.08,20.302,110.075,20.312,110.085,54.53780704,36.60255506,825,375
177,20.307,110.09,20.302,110.085,20.312,110.095,54.66297933,36.68656331,840,375
178,20.307,110.1,20.302,110.095,20.312,110.105,55.06317047,36.95514797,855,375
179,20.307,110.11,20.302,110.105,20.312,110.115,54.73654925,36.73593909,840,375
180,20.307,110.12,20.302,110.115,20.312,110.125,54.30180052,36.44416143,855,390
181,20.307,110.13,20.302,110.125,20.312,110.135,53.83294678,36.12949448,855,405
182,20.307,110.14,20.302,110.135,20.312,110.145,54.53140944,36.59826137,885,405
183,20.307,110.15,20.302,110.145,20.312,110.155,54.95346595,36.88152077,885,420
184,20.307,110.16,20.302,110.155,20.312,110.165,54.99462558,36.90914468,900,420
185,20.307,110.17,20.302,110.165,20.312,110.175,55.21815878,37.05916697,915,405
186,20.307,110.18,20.302,110.175,20.312,110.185,54.8230911,36.79402087,930,420
187,20.307,110.19,20.302,110.185,20.312,110.195,54.421251,36.52432953,930,420
188,20.307,110.2,20.302,110.195,20.312,110.205,55.03440062,36.93583934,930,435
189,20.307,110.21,20.302,110.205,20.312,110.215,55.21903679,37.05975623,915,450
190,20.307,110.22,20.302,110.215,20.312,110.225,55.41246806,37.18957588,915,465
191,20.307,110.23,20.302,110.225,20.312,110.235,55.05159726,36.94738071,930,465
192,20.307,110.24,20.302,110.235,20.312,110.245,55.10239723,36.98147465,930,480
193,20.307,110.25,20.302,110.245,20.312,110.255,55.28691861,37.10531451,930,465
194,20.307,110.26,20.302,110.255,20.312,110.265,55.37351842,37.16343518,915,480
195,20.307,110.27,20.302,110.265,20.312,110.275,55.09698393,36.97784156,915,495
196,20.307,110.28,20.302,110.275,20.312,110.285,55.2972257,37.11223202,930,510
197,20.307,110.29,20.302,110.285,20.312,110.295,55.31790091,37.12610799,930,510
198,20.307,110.3,20.302,110.295,20.312,110.305,55.26123747,37.08807884,930,510
199,20.307,110.31,20.302,110.305,20.312,110.315,55.25415968,37.08332864,915,495
200,20.307,110.32,20.302,110.315,20.312,110.325,55.24350884,37.07618043,915,495
201,20.307,110.33,20.302,110.325,20.312,110.335,55.31318277,37.12294146,930,495
202,20.307,110.34,20.302,110.335,20.312,110.345,55.23788039,37.07240294,930,495
203,20.307,110.35,20.302,110.345,20.312,110.355,55.39719453,37.17932519,915,495
204,20.307,110.36,20.302,110.355,20.312,110.365,55.28753404,37.10572754,915,495
205,20.307,110.37,20.302,110.365,20.312,110.375,55.47994423,37.2348619,915,495
206,20.307,110.39,20.302,110.385,20.312,110.395,55.32061576,37.12793004,930,495
207,20.307,110.4,20.302,110.395,20.312,110.405,55.65034995,37.34922815,915,495
208,20.317,109.93,20.312,109.925,20.322,109.935,53.72503606,36.05707118,825,375
209,20.317,109.94,20.312,109.935,20.322,109.945,54.26243284,36.41774016,825,375
210,20.317,109.95,20.312,109.945,20.322,109.955,53.95095475,36.20869446,825,390
211,20.317,109.96,20.312,109.955,20.322,109.965,53.57067997,35.95347649,810,405
212,20.317,109.97,20.312,109.965,20.322,109.975,53.1748757,35.68783604,825,390
213,20.317,109.98,20.312,109.975,20.322,109.985,52.79362929,35.43196596,825,375
214,20.317,109.99,20.312,109.985,20.322,109.995,53.49015758,35.89943462,825,375
215,20.317,110,20.312,109.995,20.322,110.005,54.103493,36.31106912,810,375
216,20.317,110.01,20.312,110.005,20.322,110.015,54.34125937,36.47064387,810,375
217,20.317,110.02,20.312,110.015,20.322,110.025,54.9022521,36.84714906,825,375
218,20.317,110.03,20.312,110.025,20.322,110.035,54.65884838,36.68379086,825,375
219,20.317,110.04,20.312,110.035,20.322,110.045,54.28200801,36.43087786,840,375
220,20.317,110.05,20.312,110.045,20.322,110.055,53.84862506,36.14001682,825,390
221,20.317,110.06,20.312,110.055,20.322,110.065,53.41215955,35.84708695,825,390
222,20.317,110.07,20.312,110.065,20.322,110.075,54.06011341,36.28195531,840,390
223,20.317,110.08,20.312,110.075,20.322,110.085,54.63636738,36.66870294,840,390
224,20.317,110.09,20.312,110.085,20.322,110.095,54.81850319,36.79094174,840,375
225,20.317,110.1,20.312,110.095,20.322,110.105,55.22309468,37.06247965,855,375
226,20.317,110.11,20.312,110.105,20.322,110.115,54.91427138,36.85521569,855,375
227,20.317,110.12,20.312,110.115,20.322,110.125,54.48217985,36.56522138,870,390
228,20.317,110.13,20.312,110.125,20.322,110.135,54.00594287,36.24559924,870,405
229,20.317,110.14,20.312,110.135,20.322,110.145,54.6174084,36.65597879,900,405
230,20.317,110.15,20.312,110.145,20.322,110.155,55.06567358,36.95682791,930,420
231,20.317,110.16,20.312,110.155,20.322,110.165,55.12567756,36.99709903,915,420
232,20.317,110.17,20.312,110.165,20.322,110.175,55.33277497,37.13609058,915,420
233,20.317,110.18,20.312,110.175,20.322,110.185,54.93994284,36.87244486,915,420
234,20.317,110.19,20.312,110.185,20.322,110.195,54.54493504,36.60733895,930,420
235,20.317,110.2,20.312,110.195,20.322,110.205,55.14391305,37.00933761,930,435
236,20.317,110.21,20.312,110.205,20.322,110.215,55.31674625,37.12533306,930,465
237,20.317,110.22,20.312,110.215,20.322,110.225,55.47985069,37.23479912,915,465
238,20.317,110.23,20.312,110.225,20.322,110.235,55.11109194,36.98731003,930,480
239,20.317,110.24,20.312,110.235,20.322,110.245,55.21237315,37.05528399,930,480
240,20.317,110.25,20.312,110.245,20.322,110.255,55.35712895,37.15243554,930,495
241,20.317,110.26,20.312,110.255,20.322,110.265,55.39955734,37.18091096,930,495
242,20.317,110.27,20.312,110.265,20.322,110.275,55.21014672,37.05378974,915,495
243,20.317,110.28,20.312,110.275,20.322,110.285,55.34700016,37.14563769,930,495
244,20.317,110.29,20.312,110.285,20.322,110.295,55.31116214,37.12158533,930,510
245,20.317,110.3,20.312,110.295,20.322,110.305,55.32993712,37.13418598,930,510
246,20.317,110.31,20.312,110.305,20.322,110.315,55.25371969,37.08303335,915,510
247,20.317,110.32,20.312,110.315,20.322,110.325,55.32835645,37.13312513,915,495
248,20.317,110.33,20.312,110.325,20.322,110.335,55.30781861,37.11934135,930,495
249,20.317,110.34,20.312,110.335,20.322,110.345,55.35328979,37.14985892,930,495
250,20.317,110.35,20.312,110.345,20.322,110.355,55.39827697,37.18005166,930,495
251,20.317,110.36,20.312,110.355,20.322,110.365,55.32585304,37.13144499,915,495
252,20.317,110.37,20.312,110.365,20.322,110.375,55.53083512,37.26901686,915,495
253,20.317,110.38,20.312,110.375,20.322,110.385,55.40254568,37.18291656,930,495
254,20.317,110.39,20.312,110.385,20.322,110.395,55.53294618,37.27043367,930,495
255,20.317,110.4,20.312,110.395,20.322,110.405,55.69056897,37.37622078,930,495
256,20.317,110.41,20.312,110.405,20.322,110.415,55.54374668,37.27768233,915,495
257,20.327,109.93,20.322,109.925,20.332,109.935,53.95965798,36.21453556,810,390
258,20.327,109.94,20.322,109.935,20.332,109.945,54.51715528,36.58869482,825,375
259,20.327,109.95,20.322,109.945,20.332,109.955,54.2371961,36.40080275,825,390
260,20.327,109.96,20.322,109.955,20.332,109.965,53.86139957,36.14859032,825,405
261,20.327,109.97,20.322,109.965,20.332,109.975,53.45295659,35.87446751,825,405
262,20.327,109.98,20.322,109.975,20.332,109.985,53.05194375,35.60533138,825,390
263,20.327,109.99,20.322,109.985,20.332,109.995,53.43323998,35.86123489,840,375
264,20.327,110,20.322,109.995,20.332,110.005,54.15975208,36.3488269,825,375
265,20.327,110.01,20.322,110.005,20.332,110.015,54.48910981,36.56987236,810,375
266,20.327,110.02,20.322,110.015,20.332,110.025,54.48498687,36.56710528,825,390
267,20.327,110.03,20.322,110.025,20.332,110.035,54.87104978,36.8262079,825,375
268,20.327,110.04,20.322,110.035,20.332,110.045,54.50799244,36.58254526,840,375
269,20.327,110.05,20.322,110.045,20.332,110.055,54.07116384,36.28937171,840,390
270,20.327,110.06,20.322,110.055,20.332,110.065,53.62160044,35.9876513,855,390
271,20.327,110.07,20.322,110.065,20.332,110.075,54.0975727,36.30709577,855,390
272,20.327,110.08,20.322,110.075,20.332,110.085,54.73290365,36.73349238,840,405
273,20.327,110.09,20.322,110.085,20.332,110.095,54.96118854,36.88670372,855,390
274,20.327,110.1,20.322,110.095,20.332,110.105,55.36523857,37.15787823,855,390
275,20.327,110.11,20.322,110.105,20.332,110.115,55.07115344,36.96050567,870,390
276,20.327,110.12,20.322,110.115,20.332,110.125,54.64141247,36.67208891,885,390
277,20.327,110.13,20.322,110.125,20.332,110.135,54.15905604,36.34835976,915,390
278,20.327,110.14,20.322,110.135,20.332,110.145,54.72232111,36.72639,930,405
279,20.327,110.15,20.322,110.145,20.332,110.155,55.17991982,37.03350323,930,420
280,20.327,110.16,20.322,110.155,20.332,110.165,55.24612502,37.07793625,915,420
281,20.327,110.17,20.322,110.165,20.332,110.175,55.42975084,37.20117506,915,435
282,20.327,110.18,20.322,110.175,20.332,110.185,55.03508068,36.93629576,915,420
283,20.327,110.19,20.322,110.185,20.332,110.195,54.69551703,36.70840069,930,435
284,20.327,110.2,20.322,110.195,20.332,110.205,55.26131332,37.08812975,930,435
285,20.327,110.21,20.322,110.205,20.332,110.215,55.40750825,37.18624715,930,465
