Id,glat,glon,lat1,lon1,lat2,lon2,vmax_gust,vmax_sust,gust_dur,sust_dur
254,20.317,110.39,20.312,110.385,20.322,110.395,39.0952843,26.23844584,1185,540
255,20.317,110.4,20.312,110.395,20.322,110.405,39.1631954,26.28402376,1185,555
256,20.317,110.41,20.312,110.405,20.322,110.415,39.22902836,26.32820695,1185,555
257,20.327,109.93,20.322,109.925,20.332,109.935,34.95204699,23.45774966,1065,345
258,20.327,109.94,20.322,109.935,20.332,109.945,35.06563034,23.5339801,1065,345
259,20.327,109.95,20.322,109.945,20.332,109.955,35.17878466,23.60992259,1065,345
260,20.327,109.96,20.322,109.955,20.332,109.965,35.29148155,23.68555809,1080,360
261,20.327,109.97,20.322,109.965,20.332,109.975,35.40369166,23.76086688,1080,360
262,20.327,109.98,20.322,109.975,20.332,109.985,35.51538471,23.83582866,1080,375
263,20.327,109.99,20.322,109.985,20.332,109.995,35.62652945,23.91042245,1080,375
264,20.327,110,20.322,109.995,20.332,110.005,35.73709369,23.98462664,1095,390
265,20.327,110.01,20.322,110.005,20.332,110.015,35.84704423,24.05841895,1095,390
266,20.327,110.02,20.322,110.015,20.332,110.025,35.95634692,24.13177646,1095,390
267,20.327,110.03,20.322,110.025,20.332,110.035,36.06496662,24.20467558,1080,390
268,20.327,110.04,20.322,110.035,20.332,110.045,36.17286721,24.27709208,1095,390
269,20.327,110.05,20.322,110.045,20.332,110.055,36.28001158,24.34900106,1095,405
270,20.327,110.06,20.322,110.055,20.332,110.065,36.38422656,24.418944,1095,405
271,20.327,110.07,20.322,110.065,20.332,110.075,36.48475832,24.48641498,1095,405
272,20.327,110.08,20.322,110.075,20.332,110.085,36.58448322,24.55334444,1095,405
273,20.327,110.09,20.322,110.085,20.332,110.095,36.68336274,24.61970654,1110,420
274,20.327,110.1,20.322,110.095,20.332,110.105,36.78286109,24.68648395,1110,420
275,20.327,110.11,20.322,110.105,20.332,110.115,36.88608488,24.75576166,1110,420
276,20.327,110.12,20.322,110.115,20.332,110.125,36.98848744,24.82448822,1110,420
277,20.327,110.13,20.322,110.125,20.332,110.135,37.09002768,24.89263603,1125,435
278,20.327,110.14,20.322,110.135,20.332,110.145,37.19066346,24.96017682,1125,435
279,20.327,110.15,20.322,110.145,20.332,110.155,37.29035163,25.02708163,1125,435
280,20.327,110.16,20.322,110.155,20.332,110.165,37.38904811,25.09332088,1125,450
281,20.327,110.17,20.322,110.165,20.332,110.175,37.48670783,25.15886432,1140,450
282,20.327,110.18,20.322,110.175,20.332,110.185,37.58328484,25.2236811,1140,450
283,20.327,110.19,20.322,110.185,20.332,110.195,37.6787323,25.2877398,1140,450
284,20.327,110.2,20.322,110.195,20.332,110.205,37.77300254,25.35100841,1140,465
285,20.327,110.21,20.322,110.205,20.332,110.215,37.86604709,25.41345442,1140,465
286,20.327,110.22,20.322,110.215,20.332,110.225,37.95781678,25.47504482,1155,480
287,20.327,110.23,20.322,110.225,20.332,110.235,38.04826172,25.53574612,1155,480
288,20.327,110.24,20.322,110.235,20.332,110.245,38.13733145,25.59552446,1155,480
289,20.327,110.25,20.322,110.245,20.332,110.255,38.22497492,25.65434559,1155,480
290,20.327,110.26,20.322,110.255,20.332,110.265,38.31114064,25.71217493,1155,495
291,20.327,110.27,20.322,110.265,20.332,110.275,38.39577669,25.76897765,1155,495
292,20.327,110.28,20.322,110.275,20.332,110.285,38.47883086,25.8247187,1155,495
